Project_ID,Year,CO2_Reduction_Tons
P019525,2024,2603
P019526,2020,1887
P019527,2021,4269
P019528,2020,2150
P019529,2019,4774
P019530,2023,2247
P019531,2018,768
P019532,2024,505
P019533,2019,1540
P019534,2020,4283
P019535,2022,3696
P019536,2020,2528
P019537,2020,3768
P019538,2024,4658
P019539,2020,3599
P019540,2020,1515
P019541,2019,2106
P019542,2019,4999
P019543,2024,1663
P019544,2022,2938
P019545,2024,985
P019546,2024,2603
P019547,2024,3580
P019548,2020,234
P019549,2022,2122
P019550,2020,4157
P019551,2024,2825
P019552,2024,4141
P019553,2021,4874
P019554,2023,3202
P019555,2023,4435
P019556,2024,577
P019557,2023,3088
P019558,2019,2957
P019559,2019,4354
P019560,2023,2288
P019561,2021,2281
P019562,2022,1877
P019563,2020,3850
P019564,2021,2749
P019565,2023,4063
P019566,2019,395
P019567,2023,4969
P019568,2020,4145
P019569,2018,4495
P019570,2022,4569
P019571,2023,2191
P019572,2020,3204
P019573,2019,3462
P019574,2018,203
P019575,2020,3908
P019576,2019,4937
P019577,2018,4627
P019578,2023,1482
P019579,2022,3148
P019580,2021,792
P019581,2020,3573
P019582,2018,3804
P019583,2023,3848
P019584,2022,2253
P019585,2019,4086
P019586,2021,449
P019587,2021,1492
P019588,2018,4736
P019589,2018,4821
P019590,2020,4145
P019591,2019,4564
P019592,2019,3650
P019593,2019,1582
P019594,2021,1880
P019595,2018,4830
P019596,2020,3121
P019597,2023,345
P019598,2024,1764
P019599,2023,1010
P019600,2023,1347
P019601,2018,3560
P019602,2018,2626
P019603,2019,281
P019604,2018,2338
P019605,2022,1887
P019606,2024,2340
P019607,2018,2157
P019608,2024,2269
P019609,2021,3336
P019610,2020,4885
P019611,2022,4937
P019612,2021,2981
P019613,2018,4757
P019614,2023,3838
P019615,2019,1237
P019616,2024,3189
P019617,2023,4288
P019618,2020,149
P019619,2022,4562
P019620,2018,3041
P019621,2023,2583
P019622,2022,406
P019623,2022,2560
P019624,2018,1006
P019625,2018,4710
P019626,2018,3500
P019627,2023,1895
P019628,2021,2834
P019629,2019,4295
P019630,2018,3444
P019631,2018,2858
P019632,2019,4619
P019633,2023,1406
P019634,2018,3499
P019635,2024,2028
P019636,2024,1650
P019637,2022,1160
P019638,2018,3327
P019639,2018,3749
P019640,2018,239
P019641,2018,236
P019642,2023,942
P019643,2023,406
P019644,2021,3748
P019645,2024,3774
P019646,2023,4184
P019647,2019,3255
P019648,2024,1706
P019649,2022,1388
P019650,2021,4774
P019651,2021,1555
P019652,2023,4230
P019653,2019,474
P019654,2021,2171
P019655,2022,4784
P019656,2024,119
P019657,2021,1238
P019658,2018,4615
P019659,2024,1518
P019660,2021,1654
P019661,2020,2131
P019662,2019,1930
P019663,2019,4878
P019664,2020,670
P019665,2022,1159
P019666,2020,2581
P019667,2018,1608
P019668,2023,1454
P019669,2019,619
P019670,2018,1382
P019671,2018,4618
P019672,2024,3309
P019673,2022,2464
P019674,2021,3196
P019675,2021,942
P019676,2023,4326
P019677,2023,3035
P019678,2023,4220
P019679,2024,3921
P019680,2019,2019
P019681,2021,1302
P019682,2021,941
P019683,2020,66
P019684,2021,4285
P019685,2019,1740
P019686,2021,4056
P019687,2024,644
P019688,2023,2510
P019689,2019,83
P019690,2024,3478
P019691,2018,4254
P019692,2020,3700
P019693,2019,3659
P019694,2021,4342
P019695,2021,2912
P019696,2019,517
P019697,2019,3057
P019698,2023,2988
P019699,2024,4514
P019700,2018,4340
P019701,2022,1939
P019702,2018,2721
P019703,2024,2746
P019704,2023,4894
P019705,2020,2458
P019706,2024,4320
P019707,2024,613
P019708,2024,3279
P019709,2021,385
P019710,2019,4231
P019711,2022,1701
P019712,2024,2222
P019713,2019,1513
P019714,2023,1658
P019715,2022,1936
P019716,2024,3920
P019717,2022,1762
P019718,2022,2976
P019719,2024,1604
P019720,2019,2765
P019721,2020,3495
P019722,2021,2015
P019723,2024,1294
P019724,2018,639
P019725,2018,4175
P019726,2022,2850
P019727,2019,2985
P019728,2021,437
P019729,2020,4450
P019730,2024,2136
P019731,2020,170
P019732,2019,1842
P019733,2024,163
P019734,2019,1568
P019735,2024,2854
P019736,2024,3295
P019737,2018,4379
P019738,2023,4128
P019739,2019,4779
P019740,2021,4105
P019741,2024,4409
P019742,2020,2607
P019743,2021,4020
P019744,2020,4086
P019745,2023,1679
P019746,2023,4318
P019747,2023,619
P019748,2024,2408
P019749,2020,3018
P019750,2019,172
P019751,2023,4899
P019752,2022,957
P019753,2021,4127
P019754,2022,973
P019755,2020,2383
P019756,2020,221
P019757,2019,140
P019758,2022,1930
P019759,2021,1837
P019760,2019,3954
P019761,2024,414
P019762,2021,3830
P019763,2021,2564
P019764,2023,4520
P019765,2018,1392
P019766,2023,1895
P019767,2018,4593
P019768,2023,2991
P019769,2020,1860
P019770,2018,1814
P019771,2021,3306
P019772,2021,2246
P019773,2022,995
P019774,2018,4843
P019775,2022,4800
P019776,2018,1745
P019777,2019,3212
P019778,2020,4570
P019779,2021,318
P019780,2024,4303
P019781,2018,3069
P019782,2024,216
P019783,2020,2742
P019784,2018,523
P019785,2023,4159
P019786,2020,3176
P019787,2023,2702
P019788,2022,4773
P019789,2024,3357
P019790,2023,3121
P019791,2018,3418
P019792,2023,1719
P019793,2020,2262
P019794,2022,4291
P019795,2022,2104
P019796,2024,366
P019797,2023,2307
P019798,2019,2615
P019799,2024,1048
P019800,2022,3426
P019801,2022,1122
P019802,2018,1281
P019803,2024,1530
P019804,2018,2435
P019805,2023,4499
P019806,2024,3226
P019807,2023,823
P019808,2020,2537
P019809,2020,2152
P019810,2022,2815
P019811,2022,1230
P019812,2022,4906
P019813,2024,3341
P019814,2024,3321
P019815,2018,1003
P019816,2022,3639
P019817,2023,4235
P019818,2021,404
P019819,2019,4418
P019820,2024,3156
P019821,2023,3534
P019822,2018,3122
P019823,2021,2486
P019824,2024,702
P019825,2021,1767
P019826,2020,2167
P019827,2022,3886
P019828,2021,92
P019829,2022,4292
P019830,2022,3891
P019831,2022,4881
P019832,2023,1755
P019833,2020,720
P019834,2023,3173
P019835,2019,834
P019836,2020,480
P019837,2020,3003
P019838,2023,1101
P019839,2023,2617
P019840,2020,2288
P019841,2022,1845
P019842,2018,1412
P019843,2021,2736
P019844,2019,3414
P019845,2023,2486
P019846,2023,4114
P019847,2019,4288
P019848,2020,2598
P019849,2021,422
P019850,2021,3073
P019851,2018,1839
P019852,2023,444
P019853,2022,3787
P019854,2021,4238
P019855,2019,1854
P019856,2021,1466
P019857,2020,4873
P019858,2020,3848
P019859,2018,1426
P019860,2022,2293
P019861,2022,2161
P019862,2022,4970
P019863,2019,1619
P019864,2021,4365
P019865,2021,2412
P019866,2023,1601
P019867,2019,3404
P019868,2019,2018
P019869,2023,3296
P019870,2019,3406
P019871,2018,3907
P019872,2022,1550
P019873,2021,685
P019874,2022,2218
P019875,2022,4771
P019876,2023,3146
P019877,2018,4534
P019878,2023,4363
P019879,2022,2253
P019880,2021,4639
P019881,2018,646
P019882,2019,1067
P019883,2023,3306
P019884,2018,935
P019885,2024,2244
P019886,2019,1509
P019887,2020,3185
P019888,2020,1482
P019889,2024,2745
P019890,2024,4071
P019891,2021,1015
P019892,2020,1688
P019893,2020,727
P019894,2021,4028
P019895,2018,4109
P019896,2019,4739
P019897,2019,3388
P019898,2023,2493
P019899,2020,3851
P019900,2024,1625
P019901,2021,4768
P019902,2021,4282
P019903,2018,1445
P019904,2020,4275
P019905,2022,1180
P019906,2020,352
P019907,2022,4176
P019908,2022,1830
P019909,2018,2632
P019910,2022,1610
P019911,2019,311
P019912,2022,3593
P019913,2019,4315
P019914,2022,3514
P019915,2022,2361
P019916,2018,3003
P019917,2021,4061
P019918,2023,3500
P019919,2022,1642
P019920,2023,2858
P019921,2021,4860
P019922,2024,4052
P019923,2023,3082
P019924,2019,1912
P019925,2018,2208
P019926,2022,1502
P019927,2020,477
P019928,2022,135
P019929,2018,3177
P019930,2024,2593
P019931,2022,2746
P019932,2020,3024
P019933,2021,1330
P019934,2024,3535
P019935,2019,1622
P019936,2024,3141
P019937,2021,3832
P019938,2022,2453
P019939,2023,4019
P019940,2020,2050
P019941,2018,2926
P019942,2020,4422
P019943,2021,4101
P019944,2023,2192
P019945,2020,3760
P019946,2024,3293
P019947,2020,1141
P019948,2018,1713
P019949,2019,3230
P019950,2018,2277
P019951,2024,964
P019952,2019,1690
P019953,2020,227
P019954,2021,4959
P019955,2021,3441
P019956,2019,1137
P019957,2024,2255
P019958,2022,554
P019959,2022,4306
P019960,2018,433
P019961,2020,4016
P019962,2023,2130
P019963,2019,507
P019964,2022,3382
P019965,2023,2850
P019966,2024,843
P019967,2018,2395
P019968,2024,3160
P019969,2018,3784
P019970,2021,1202
P019971,2018,1284
P019972,2023,2325
P019973,2024,4567
P019974,2019,3097
P019975,2022,4174
P019976,2020,1021
P019977,2023,4387
P019978,2023,3832
P019979,2019,3190
P019980,2023,1882
P019981,2020,4688
P019982,2024,3116
P019983,2021,4786
P019984,2020,3746
P019985,2022,2050
P019986,2020,3269
P019987,2018,4845
P019988,2018,785
P019989,2023,2994
P019990,2023,4899
P019991,2020,1795
P019992,2020,874
P019993,2018,3396
P019994,2020,2541
P019995,2021,3554
P019996,2023,2433
P019997,2020,4895
P019998,2018,1962
P019999,2021,716
P020000,2020,847
P020001,2018,4775
P020002,2021,3732
P020003,2018,1546
P020004,2023,3892
P020005,2024,4592
P020006,2021,647
P020007,2019,1465
P020008,2022,3940
P020009,2018,1682
P020010,2022,2729
P020011,2018,1101
P020012,2021,3530
P020013,2023,3340
P020014,2019,4652
P020015,2023,873
P020016,2024,3992
P020017,2022,1211
P020018,2019,333
P020019,2018,4528
P020020,2019,1592
P020021,2024,2505
P020022,2018,4429
P020023,2023,1104
P020024,2020,778
P020025,2018,520
P020026,2019,341
P020027,2023,3706
P020028,2023,3750
P020029,2020,3871
P020030,2018,4715
P020031,2019,2504
P020032,2022,277
P020033,2022,4824
P020034,2018,2844
P020035,2024,208
P020036,2019,4849
P020037,2023,2048
P020038,2018,3185
P020039,2023,2154
P020040,2018,4039
P020041,2019,468
P020042,2022,3106
P020043,2020,1761
P020044,2021,1658
P020045,2021,1283
P020046,2018,846
P020047,2022,557
P020048,2023,1995
P020049,2021,3983
P020050,2022,137
P020051,2023,2124
P020052,2024,3185
P020053,2024,1751
P020054,2020,3912
P020055,2023,967
P020056,2022,224
P020057,2022,1046
P020058,2018,3099
P020059,2023,2201
P020060,2021,354
P020061,2023,2658
P020062,2019,1266
P020063,2024,129
P020064,2022,136
P020065,2023,520
P020066,2020,4599
P020067,2023,1257
P020068,2021,3163
P020069,2019,4679
P020070,2018,4563
P020071,2018,1732
P020072,2022,2734
P020073,2020,4471
P020074,2023,3734
P020075,2024,1425
P020076,2019,3355
P020077,2022,466
P020078,2022,738
P020079,2024,648
P020080,2020,3282
P020081,2021,4116
P020082,2024,4362
P020083,2018,3780
P020084,2023,4110
P020085,2021,205
P020086,2024,2946
P020087,2019,454
P020088,2018,714
P020089,2024,4450
P020090,2021,823
P020091,2024,4695
P020092,2024,2819
P020093,2020,4707
P020094,2024,616
P020095,2018,484
P020096,2023,2125
P020097,2024,1811
P020098,2022,1703
P020099,2023,2386
P020100,2024,1745
P020101,2022,2414
P020102,2021,1531
P020103,2022,420
P020104,2021,1977
P020105,2021,4758
P020106,2024,630
P020107,2018,880
P020108,2023,2843
P020109,2023,3315
P020110,2019,216
P020111,2019,1299
P020112,2020,3947
P020113,2024,121
P020114,2019,2519
P020115,2019,3948
P020116,2024,1450
P020117,2018,1192
P020118,2023,1937
P020119,2024,3789
P020120,2023,2011
P020121,2019,1474
P020122,2021,1879
P020123,2021,241
P020124,2024,2541
P020125,2018,1646
P020126,2019,1969
P020127,2020,2155
P020128,2018,4757
P020129,2020,4913
P020130,2019,539
P020131,2022,1035
P020132,2022,2761
P020133,2023,3708
P020134,2018,3528
P020135,2018,992
P020136,2024,4622
P020137,2019,2900
P020138,2018,1714
P020139,2023,3079
P020140,2020,794
P020141,2023,1171
P020142,2022,2947
P020143,2020,4792
P020144,2022,4307
P020145,2020,2274
P020146,2023,2041
P020147,2022,3442
P020148,2021,563
P020149,2019,4567
P020150,2022,2138
P020151,2022,4455
P020152,2020,642
P020153,2021,2258
P020154,2018,1185
P020155,2019,3613
P020156,2023,2721
P020157,2022,529
P020158,2018,1925
P020159,2018,1953
P020160,2022,1388
P020161,2020,3397
P020162,2023,4424
P020163,2019,4222
P020164,2023,4338
P020165,2018,2428
P020166,2022,4007
P020167,2020,4356
P020168,2021,2430
P020169,2018,772
P020170,2020,1368
P020171,2021,4971
P020172,2020,4458
P020173,2021,551
P020174,2020,4269
P020175,2018,436
P020176,2019,515
P020177,2023,2526
P020178,2018,2426
P020179,2023,2496
P020180,2021,2534
P020181,2019,3406
P020182,2023,4495
P020183,2018,2669
P020184,2019,335
P020185,2022,2068
P020186,2022,2764
P020187,2023,450
P020188,2020,2642
P020189,2019,2732
P020190,2021,2380
P020191,2020,4018
P020192,2023,4211
P020193,2019,756
P020194,2019,4930
P020195,2021,4103
P020196,2024,4899
P020197,2020,1924
P020198,2021,1467
P020199,2021,684
P020200,2022,4607
P020201,2021,619
P020202,2023,2858
P020203,2023,1603
P020204,2021,1614
P020205,2021,1391
P020206,2019,487
P020207,2018,3596
P020208,2024,4267
P020209,2018,1211
P020210,2023,2700
P020211,2020,1689
P020212,2020,2266
P020213,2018,1888
P020214,2021,2413
P020215,2019,3030
P020216,2024,2675
P020217,2024,3554
P020218,2018,1231
P020219,2018,1967
P020220,2023,2941
P020221,2021,2532
P020222,2024,1421
P020223,2023,2545
P020224,2024,181
P020225,2020,1426
P020226,2018,1520
P020227,2018,2417
P020228,2020,4541
P020229,2021,4768
P020230,2023,1454
P020231,2022,1326
P020232,2020,1541
P020233,2023,1674
P020234,2024,1840
P020235,2023,1608
P020236,2024,3468
P020237,2022,1571
P020238,2022,1607
P020239,2019,462
P020240,2022,2470
P020241,2018,3493
P020242,2020,210
P020243,2020,3260
P020244,2021,188
P020245,2019,972
P020246,2018,3125
P020247,2021,3722
P020248,2018,4496
P020249,2022,3313
P020250,2024,4476
P020251,2019,709
P020252,2021,2893
P020253,2020,1780
P020254,2018,3873
P020255,2022,1456
P020256,2024,2964
P020257,2019,620
P020258,2021,2548
P020259,2021,3342
P020260,2022,422
P020261,2021,4785
P020262,2022,1066
P020263,2024,257
P020264,2020,2736
P020265,2024,931
P020266,2019,1763
P020267,2019,4959
P020268,2019,4010
P020269,2019,880
P020270,2023,4047
P020271,2019,2625
P020272,2018,2694
P020273,2022,3360
P020274,2024,980
P020275,2023,3474
P020276,2021,2821
P020277,2019,71
P020278,2020,4342
P020279,2019,4487
P020280,2018,2873
P020281,2021,4868
P020282,2024,1727
P020283,2024,54
P020284,2023,79
P020285,2023,1359
P020286,2021,1010
P020287,2022,3161
P020288,2022,4901
P020289,2021,4685
P020290,2020,3991
P020291,2021,339
P020292,2018,1809
P020293,2022,1611
P020294,2024,2451
P020295,2022,2979
P020296,2024,1964
P020297,2018,2071
P020298,2020,2470
P020299,2018,1364
P020300,2019,3488
P020301,2019,362
P020302,2023,1283
P020303,2019,4427
P020304,2024,193
P020305,2021,4949
P020306,2019,201
P020307,2022,567
P020308,2018,312
P020309,2019,4990
P020310,2020,946
P020311,2023,2102
P020312,2021,3825
P020313,2023,3292
P020314,2019,1820
P020315,2023,4612
P020316,2018,4097
P020317,2023,1567
P020318,2021,3737
P020319,2024,3960
P020320,2019,2051
P020321,2018,4166
P020322,2023,2252
P020323,2023,3074
P020324,2024,1790
P020325,2022,534
P020326,2019,3007
P020327,2022,2139
P020328,2023,4202
P020329,2019,2074
P020330,2022,1448
P020331,2022,4780
P020332,2019,2162
P020333,2021,3534
P020334,2022,1376
P020335,2019,382
P020336,2021,3403
P020337,2021,3520
P020338,2020,3082
P020339,2020,784
P020340,2021,210
P020341,2022,2787
P020342,2022,1898
P020343,2022,1470
P020344,2021,2012
P020345,2018,1397
P020346,2021,3344
P020347,2020,3526
P020348,2021,3568
P020349,2019,3413
P020350,2021,1525
P020351,2024,4317
P020352,2019,2637
P020353,2019,2451
P020354,2020,412
P020355,2018,4974
P020356,2024,3552
P020357,2019,2099
P020358,2024,2877
P020359,2020,4072
P020360,2023,4257
P020361,2018,4154
P020362,2019,93
P020363,2024,4787
P020364,2019,3388
P020365,2019,386
P020366,2018,3712
P020367,2024,506
P020368,2020,3678
P020369,2020,2325
P020370,2022,262
P020371,2023,2829
P020372,2019,4440
P020373,2019,267
P020374,2022,3947
P020375,2018,3707
P020376,2023,2654
P020377,2018,3516
P020378,2021,1789
P020379,2021,3363
P020380,2018,3497
P020381,2018,2398
P020382,2019,2120
P020383,2024,3876
P020384,2024,3129
P020385,2020,2447
P020386,2023,1083
P020387,2020,4757
P020388,2022,481
P020389,2018,860
P020390,2018,516
P020391,2022,3925
P020392,2021,4285
P020393,2023,630
P020394,2020,488
P020395,2023,1119
P020396,2021,1089
P020397,2021,1516
P020398,2018,558
P020399,2021,2788
P020400,2018,905
P020401,2019,50
P020402,2024,2027
P020403,2019,4481
P020404,2018,270
P020405,2021,3321
P020406,2024,3389
P020407,2021,1201
P020408,2024,4086
P020409,2018,3049
P020410,2020,3743
P020411,2024,581
P020412,2024,3384
P020413,2018,2489
P020414,2024,1396
P020415,2022,3370
P020416,2021,3824
P020417,2020,3723
P020418,2020,446
P020419,2020,3374
P020420,2022,2400
P020421,2024,1553
P020422,2022,521
P020423,2021,4785
P020424,2023,3517
P020425,2024,1066
P020426,2019,2424
P020427,2022,3841
P020428,2020,575
P020429,2023,568
P020430,2022,188
P020431,2022,2047
P020432,2020,4661
P020433,2021,605
P020434,2024,261
P020435,2020,2182
P020436,2020,3345
P020437,2022,2958
P020438,2020,4598
P020439,2020,4735
P020440,2020,3966
P020441,2024,1558
P020442,2022,1340
P020443,2023,2687
P020444,2020,977
P020445,2022,96
P020446,2020,148
P020447,2021,2951
P020448,2020,4803
P020449,2019,3575
P020450,2024,4284
P020451,2024,3210
P020452,2023,2290
P020453,2022,1423
P020454,2024,1248
P020455,2020,2189
P020456,2020,2119
P020457,2023,3703
P020458,2022,330
P020459,2022,808
P020460,2024,1007
P020461,2023,4772
P020462,2020,1850
P020463,2022,4818
P020464,2024,871
P020465,2019,4319
P020466,2018,2461
P020467,2019,4721
P020468,2018,1752
P020469,2022,3007
P020470,2019,1205
P020471,2022,2880
P020472,2021,3464
P020473,2018,2830
P020474,2023,3795
P020475,2021,617
P020476,2021,3190
P020477,2018,3230
P020478,2018,2306
P020479,2020,1289
P020480,2019,4402
P020481,2024,3388
P020482,2023,4470
P020483,2020,2758
P020484,2024,2578
P020485,2021,2968
P020486,2020,2850
P020487,2024,204
P020488,2020,2506
P020489,2022,4465
P020490,2020,1991
P020491,2024,3966
P020492,2021,1006
P020493,2023,1321
P020494,2024,708
P020495,2019,4166
P020496,2018,788
P020497,2021,1764
P020498,2024,2427
P020499,2021,1041
P020500,2023,4754
P020501,2022,1874
P020502,2018,1767
P020503,2022,891
P020504,2023,1991
P020505,2021,781
P020506,2019,2191
P020507,2021,1479
P020508,2019,1138
P020509,2018,4129
P020510,2022,4186
P020511,2024,3791
P020512,2018,1379
P020513,2018,4700
P020514,2021,3049
P020515,2022,2881
P020516,2020,117
P020517,2020,2185
P020518,2019,1664
P020519,2018,4345
P020520,2022,445
P020521,2023,1276
P020522,2021,1849
P020523,2018,1361
P020524,2020,337
P020525,2021,3354
P020526,2019,873
P020527,2024,4566
P020528,2019,2167
P020529,2022,2959
P020530,2023,2001
P020531,2022,3989
P020532,2023,3235
P020533,2024,744
P020534,2020,3408
P020535,2023,2877
P020536,2020,3849
P020537,2022,3749
P020538,2018,3983
P020539,2023,4403
P020540,2018,2644
P020541,2021,516
P020542,2022,4158
P020543,2018,3451
P020544,2022,4284
P020545,2018,1268
P020546,2021,3611
P020547,2021,4596
P020548,2024,2700
P020549,2024,1369
P020550,2024,4003
P020551,2022,4478
P020552,2019,4922
P020553,2020,2678
P020554,2024,2116
P020555,2021,4980
P020556,2021,1711
P020557,2021,3098
P020558,2021,759
P020559,2022,662
P020560,2020,4271
P020561,2024,3184
P020562,2020,1484
P020563,2022,2538
P020564,2023,545
P020565,2019,1786
P020566,2024,1331
P020567,2019,2717
P020568,2020,2435
P020569,2020,4796
P020570,2023,2834
P020571,2022,926
P020572,2024,220
P020573,2022,3379
P020574,2018,1724
P020575,2018,424
P020576,2018,2691
P020577,2024,2261
P020578,2020,3812
P020579,2021,4875
P020580,2018,203
P020581,2024,930
P020582,2018,2578
P020583,2022,446
P020584,2021,994
P020585,2018,1533
P020586,2021,3509
P020587,2020,4446
P020588,2024,1417
P020589,2018,1988
P020590,2018,3656
P020591,2019,2460
P020592,2020,1767
P020593,2024,1925
P020594,2022,2860
P020595,2018,3304
P020596,2023,4711
P020597,2022,3031
P020598,2019,609
P020599,2021,3584
P020600,2021,3893
P020601,2020,457
P020602,2021,451
P020603,2023,4415
P020604,2020,399
P020605,2021,3434
P020606,2024,994
P020607,2018,2861
P020608,2019,4675
P020609,2023,1143
P020610,2019,2469
P020611,2021,3286
P020612,2019,2371
P020613,2023,3652
P020614,2018,2114
P020615,2024,3979
P020616,2023,243
P020617,2018,3694
P020618,2022,2805
P020619,2021,4074
P020620,2023,1655
P020621,2019,4520
P020622,2024,2730
P020623,2024,3584
P020624,2024,3614
P020625,2018,2996
P020626,2024,574
P020627,2022,2747
P020628,2020,3619
